restname,address_x
Chez Eugene,"17 Place du Tertre, 75018 Paris France"
Redd,"28 rue Saint Sauveur, 75002 Paris France"
Salento Marais,"6 rue de Jarente, 75004 Paris France"
Restaurant Georgette,"44 Rue d'Assas, 75006 Paris France"
The Frog & British Library,"114 avenue de France, 75013 Paris France"
Damigiana,"56 rue Jean Jacques Rousseau, 75001 Paris France"
A Cote,"16 Rue La Fayette, 75009 Paris France"
Le Refuge des Moines,"85 rue des Moines, 75017 Paris France"
Le Ruisseau Burger Joint,"22 rue Rambuteau, 75003 Paris France"
Astair,"19 Passage des Panoramas Intersection entre la Galerie des Variétés et le Passage des Panoramas, 75002 Paris France"
Le Recepteur,"3 avenue Theophile Gautier 75016 paris, 75016 Paris France"
Neva Cuisine,"2 rue de Berne, 75008 Paris France"
Under the sea restaurant - Ephemera,"160 avenue de France, 75013 Paris France"
Schum,"50 rue Lauriston, 75116 Paris France"
Restaurant Karma,"24 rue Traversiere, 75012 Paris France"
Les Bougresses,"6 rue de Jarente, 75004 Paris France"
Le Coupe Gorge,"2 rue de la Coutellerie, 75004 Paris France"
Sodam - Restaurant Coreen,"39 rue de Gergovie ., 75014 Paris France"
Meriggio,"3 rue Rougemont, 75009 Paris France"
Pouliche,"11, rue d_Enghien, 75010 Paris France"
Chez Pippo,"31 avenue de la Bourdonnais, 75007 Paris France"
Papa Jazz Club,"3 rue Saint Benoit, 75006 Paris France"
Tifinagh Restaurant,"17 avenue Rachel, 75018 Paris France"
Palais du Bonheur,"131 rue Michel Ange, 75016 Paris France"
Postiche,"62 rue Jean Jacques Rousseau, 75001 Paris France"
Au Bon Accueil,"14 rue de Monttessuy, 75007 Paris France"
Frederic Simonin,"25 rue Bayen, 75017 Paris France"
L'Ange 20,"44 rue des Tournelles, 75004 Paris France"
Le Jeroboam,"72 rue Didot, 75014 Paris France"
Le Petit Baigneur,"10 rue de la Sabliere, 75014 Paris France"
Shiro,"168 Boulevard Saint-Germain, 75006 Paris France"
Kuccini,"165 Rue St Denis, 75002 Paris France"
Le Coin des Amis,"50 rue du Mont Cenis, 75018 Paris France"
Les Artistes Gourmands,"83 rue de la Roquette, 75011 Paris France"
La Petite Bretonne,"48 rue Mouffetard Métro: Monge ou Cardinal Lemoine, 75005 Paris France"
L'Alsacien Chatelet,"6 rue Saint Bon, 75004 Paris France"
Le Cornichon,"34 rue Gassendi, 75014 Paris France"
le papacionu,"7 rue Cadet, 75009 Paris France"
La Capannina,"64 rue de la Montagne Ste Genevieve, 75005 Paris France"
Le Casse Noix,"56 rue de la Federation, 75015 Paris France"
Les Rupins,"35 boulevard de Magenta Angle Boulevard de Magenta et Rue de Nancy, 75010 Paris France"
Le Bookie,"15 rue de Trevise, 75009 Paris France"
Le Rusti,"8 rue des Tournelles Bastille - Le Marais, 75004 Paris France"
Au Doux Raisin,"29 rue Descartes, 75005 Paris France"
Le Volant,"La Motte Picquet 13 rue Beatrix Dussane, 75015 Paris France"
Anco,"108 rue de Bercy, 75012 Paris France"
Les Embruns,"8 rue de Lyon, 75012 Paris France"
Creperie Gigi,"4 rue de la Corderie, 75003 Paris France"
Carre des Feuillants,"14 rue de Castiglione, 75001 Paris France"
Le Chalet du 8eme,"8 rue du Commandant Riviere, 75008 Paris France"
Circonstances,"174 rue Montmartre, 75002 Paris France"
Oi Sushi,"7 rue Mouffetard, 75005 Paris France"
La Verriere Paris,"4 rue Niepce, 75014 Paris France"
Le Vaisseau Vert,"10 rue de Parme, 75009 Paris France"
Alleno Paris,"8 avenue Dutuit Champs-Elysees, 75008 Paris France"
Moustache,"3 rue Sainte Beuve A côté du quartier Vavin et du théâtre du Lucernaire, proche Montparnasse et Jardin du Luxembourg, 75006 Paris France"
Chez Maxence,"52 rue Legendre, 75017 Paris France"
Lylee,"4 rue Beaugrenelle intersection Rue Linois, 75015 Paris France"
Baosian,"67 Rue du Faubourg Montmartre, 75009 Paris France"
Galette Cafe,"2 rue de l Universite Saint Germain des Près, 75007 Paris France"
Restaurant Gastronomique Louis,"23 rue de la Victoire, 75009 Paris France"
Pizza Rossi,"24 Rue Blondel, 75002 Paris France"
Nossa,"1 rue de l Ecole Polytechnique, 75005 Paris France"
Le Pre Catelan,"Route De Suresnes - Bois De Boulogne, 75116 Paris France"
Maison Pinsa,"8 rue du Faubourg Poissonniere, 75010 Paris France"
Cellar Restaurant,"9 rue de Crussol Metro Oberkampf, 75011 Paris France"
Phillipe Excoffier,"18 Rue de l'Exposition, 75007 Paris France"
L'Oiseau Blanc Restaurant,"19 avenue Kleber 6ème Etage, 75116 Paris France"
Il Modigliani,"172 rue du Faubourg Saint Antoine, 75012 Paris France"
Les Enfants Perdus,"9 rue des Recollets, 75010 Paris France"
Restaurant Chinois Di-Choulie A Paris,"11 rue Primatice A 2 Min. A Pied de la Place D'italie a Paris 13eme, 75013 Paris France"
Sizin,"47 rue Saint Georges, 75009 Paris France"
Le Potager de Charlotte,"12 rue de la Tour D Auvergne, 75009 Paris France"
Le Cafe de Mars,"11 rue Augereau, 75007 Paris France"
Le Concert de Cuisine,"14 rue Nelaton, 75015 Paris France"
Freddy's,"54 rue de Seine, 75006 Paris France"
Magokoro,"33 rue Lamartine, 75009 Paris France"
Chez Tony,"34 rue Bois le Vent, 75016 Paris France"
La Petite Auberge,"13 rue du Hameau, 75015 Paris France"
Les Botanistes,"11 B rue Chomel, 75007 Paris France"
Di Carla,"4 avenue Carnot, 75017 Paris France"
Siseng,"82 quai de Jemmapes, 75010 Paris France"
Le Refuge du Passe,"32 rue du Fer a Moulin Les Gobelins, 75005 Paris France"
Bien Eleve,"47 rue Richer, 75009 Paris France"
Guibine,"44 rue Sainte Anne, 75002 Paris France"
Karamna,"77 rue Boissiere, 75116 Paris France"
Il Farniente,"1 rue Paul Fort, 75014 Paris France"
Les Inseparables,"12 rue Francoeur Metro Jules Joffrin ou Lamarck Caulaincourt, 75018 Paris France"
Oplato,"69 rue de Charonne, 75011 Paris France"
Le Butcher,"36 rue de Berri, 75008 Paris France"
Pizzawawa,"35 rue Saint Honore, 75001 Paris France"
Creperie Paris Breizh Daumesnil,"177 avenue Daumesnil, 75012 Paris France"
L'Antre Amis,"9 Rue Bouchut, 75015 Paris France"
Sanukiya,"9 rue d Argenteuil, 75001 Paris France"
Au fil des saisons,"6 rue des Fontaines du Temple, 75003 Paris France"
Restaurant Florina,"47 boulevard de Port Royal, 75013 Paris France"
Les Saveurs d'Abyssinie,"1 rue de l Arbalete, 75005 Paris France"
Le Petit Marche,"9 rue de Bearn, 75003 Paris France"
Chez Leon,"32 rue Legendre, 75017 Paris France"
Restaurant Clementine,"5 rue Saint Marc, 75002 Paris France"
Le Baudelaire,"6-8 Rue Duphot, 75001 Paris France"
Nomicos (ex- Les Tablettes),"16 avenue Bugeaud, 75116 Paris France"
Bistrot L'estrapade,"15 rue de l Estrapade, 75005 Paris France"
Le Petit Medicis,"13 rue de Medicis Numero de la Suite, Intersection, Place, 75006 Paris France"
Qui Plume La Lune,"50 rue Amelot, 75011 Paris France"
Le Bayadere,"35 rue de Berri, 75008 Paris France"
Thai Papaya,"51 rue des 5 Diamants, 75013 Paris France"
Hugo&Co,"48 rue Monge, 75005 Paris France"
"Leandres, Happy Food & Coffee","78 rue de Maubeuge Façade Bleu, 75009 Paris France"
Verjus,"52 rue de Richelieu dans le passage Beaujolais, 75001 Paris France"
Le Coryllis,"85 rue des Martyrs 85 rue des Martyrs, 75018, Paris, Île-de-France, 75018 Paris France"
Elmer,"30 rue Notre Dame de Nazareth, 75003 Paris France"
Restaurant David Toutain,"29 rue Surcouf, 75007 Paris France"
Astrance,"32 rue de Longchamp, 75016 Paris France"
New Balal,"25 rue Taitbout, 75009 Paris France"
Caius,"6 rue d Armaille, 75017 Paris France"
Distrito Frances Saint Martin,"10 rue du Faubourg Saint Martin Restaurant Distrito Francés, 75010 Paris France"
MERSEA Beaupassage,"53-57 Rue de Grenelle, 75007 Paris France"
6 New York,"6 avenue de New York, 75016 Paris France"
Le Sens Unique,"47 rue de Ponthieu, 75008 Paris France"
L'Iliade,"59 rue de Belleville, 75019 Paris France"
Caffe Stern,"47 Passage des Panoramas, 75002 Paris France"
L'Ebauchoir,"43 rue de Citeaux, 75012 Paris France"
Hugo,"12 rue Papillon, 75009 Paris France"
RoofTop Molitor,"6 avenue de la Porte Molitor, 75016 Paris France"
Le Hide,"10 rue du General Lanrezac, 75017 Paris France"
The Hardware Societe Paris,"10 rue Lamarck, 75018 Paris France"
BAAGAA Trocadero,"54 rue de Longchamp, 75116 Paris France"
Le Pavillon de la Grande Cascade,"1 allee de Longchamp Bois de Boulogne, 75116 Paris France"
Kheak & Vero,"1 rue Alexandre Parodi, 75010 Paris France"
Spiga,"4 rue Parrot, 75012 Paris France"
Les Climats,"41 rue de Lille, 75007 Paris France"
Paris Follie's,"74 avenue Kleber, 75116 Paris France"
La Gazette,"28 rue Duret, 75116 Paris France"
A la Biche au Bois,"45 avenue Ledru Rollin Metro Gare de Lyon sortie numero 1, 75012 Paris France"
Tentazioni,"86 B rue Lepic métro ligne 12 : Abbesses, Lamarck-Caulaincourt ; métro ligne 2 : Blanche, Pigalle, 75018 Paris France"
Bistrot Chic,"54 Av. Felix Faure, 75015 Paris France"
Cedars,"101 avenue Jean Jaures, 75019 Paris France"
La cantine Champ Libre,"9 rue Taylor, 75010 Paris France"
Prive de dessert Aligre,"7 rue Theophile Roussel, 75012 Paris France"
Colvert,"30 rue des Grands Augustins, 75006 Paris France"
Laia,"226 Boulevard Voltaire, 75011 Paris France"
Les Artizans,"30 rue Montorgueil, 75001 Paris France"
Pierre Sang on Gambey,"6 rue Gambey, 75011 Paris France"
Chez Germaine,"30 rue Pierre Leroux, 75007 Paris France"
L'Express de Lyon,"1 rue de Lyon, 75012 Paris France"
Ty Galettes,"218 rue de Vaugirard, 75015 Paris France"
Villa Verdi,"42 B avenue de Suffren, 75015 Paris France"
Kemia paris,"1 rue Bergere, 75009 Paris France"
La Vache Acrobate,"rue Amelot, 75011 Paris France"
Au Bon Coin,"21 rue de la Collegiale Gobelins, 75005 Paris France"
Le Saigon d'Antan,"rue Monsieur le Prince, 75006 Paris France"
Ayako Teppanyaki,"67 rue de l ouest, 75014 Paris France"
Au Petit Riche,"25 rue le Peletier 75009, 75009 Paris France"
Rouge Bis,"7 Place Blanche 2 Rue de Bruxelles, 75009 Paris France"
Janna,"13 rue Denis Poisson, 75017 Paris France"
Singh,"40 rue Mouffetard, 75005 Paris France"
La Cantina,"11 rue Claude Terrasse, 75016 Paris France"
L'Echoppe de Paris,"16 rue Leon Frot, 75011 Paris France"
Bissac,"10 rue de la Bourse 10, Rue de la Bourse, 75002 Paris France"
Le Verre Galant,"256 rue de la Croix Nivert, 75015 Paris France"
Le Pantruche,"3 rue Victor Masse SouthPi district, 75009 Paris France"
Will,"75 rue Crozatier, 75012 Paris France"
Eggs & Co,"11 rue Bernard Palissy, 75006 Paris France"
Dessance,"74 Rue des Archives Near the Centre Pompidou, 75003 Paris France"
Sorza,"51 Rue Saint Louis, 75004 Paris France"
Bensai,"161, rue du Faubourg Saint-Honore, 75008 Paris France"
Cafe Bolivar,"31 avenue Secretan, 75019 Paris France"
Creperie de Port-Manech,"52 rue du Montparnasse, 75014 Paris France"
Le Ruisseau,"65 rue du Ruisseau, 75018 Paris France"
L'Acanthe,"22 rue Saint Martin, 75004 Paris France"
Pedzouille La Grange,"4 avenue de la Porte de la Plaine Rooftop - 8ème Étage Du Novotel Porte De Versailles, 75015 Paris France"
Melt Oberkampf,"74 Rue de la Folie Mericourt, 75011 Paris France"
Tavola Di Gio,"210 boulevard Raspail, 75014 Paris France"
CORETTA,"151 B rue Cardinet 151 Bis rue Cardinet, 75017 Paris France"
Augustin Bistrot,"79 rue Daguerre, 75014 Paris France"
tama-sushi,"19 rue d Antin, 75002 Paris France"
Les Fines Gueules,"43 rue Croix des Petits Champs, 75001 Paris France"
Le Carpaccio,"4 rue de Berri, 75008 Paris France"
L'Aller Retour,"5 rue Charles Francois Dupuis, 75003 Paris France"
Le Herisson,"78 boulevard de Belleville, 75020 Paris France"
Bon Bouquet Cafe,"29 Rue de Trevise, 75009 Paris France"
Via Del Gusto,"334 rue de Vaugirard, 75015 Paris France"
L'Atelier du Marche,"4 rue Saussier Leroy, 75017 Paris France"
Pratolina,"11 boulevard de Bonne Nouvelle Transports en commun Metro Bonne nouvelle M8 et M9 Sortie 5, 75002 Paris France"
La Caspita,"8 rue du Chateau Landon, 75010 Paris France"
Le Petit Pontoise,"9 rue de Pontoise 9 Rue de Pontoise, 75005 Paris France"
Massawa,"22 rue du Chateau Landon 75010, 75010 Paris France"
Les Deux Colombes,"4 rue de la Colombe, 75004 Paris France"
Bistrot 31,"31 avenue Theophile Gautier, 75016 Paris France"
Le Galopin de LuLu,"Bastille 24 rue des Taillandiers, 75011 Paris France"
A l'Affiche,"48 rue de Moscou, 75008 Paris France"
La Taverne de Montmartre,"25 rue Gabrielle, 75018 Paris France"
La Fine Mousse,"6 avenue Jean Aicard, 75011 Paris France"
La Promenade,"32 avenue Daumesnil, 75012 Paris France"
Semilla,"54 rue de Seine, 75006 Paris France"
Popu Bistro a Pizza,"12 rue du Champ de Mars, 75007 Paris France"
Wrap 'N Roll Sushi,"10 rue de Budapest, 75009 Paris France"
Bistrotters,"9 rue Decres, 75014 Paris France"
Black dog,"26 rue des Lombards, 75004 Paris France"
Archibon Bar a Vin,"13 rue Rougemont (Grand Rex, Grands Boulevards, Opéra), 75009 Paris France"
Restaurant Derya,"16 rue du Faubourg Saint Denis, 75010 Paris France"
Les Darons,"104 rue Caulaincourt, 75018 Paris France"
Auberge Bressane,"16 avenue de la Motte Picquet, 75007 Paris France"
Tesoro d'Italia - Rougemont,"7 rue Rougemont, 75009 Paris France"
Moom Mam,"19 rue de Mogador, 75009 Paris France"
Accents Table Bourse,"24 rue Feydeau, 75002 Paris France"
Le Comptoir des Petits Champs,"17 rue des Petits Champs, 75001 Paris France"
Le Coq et l'Elephant,"1 rue des Fosses Saint Marcel, 75005 Paris France"
Chez Paolo,"21 rue Pierre Fontaine, 75009 Paris France"
Bourgogne Sud,"14 rue de Clichy, 75009 Paris France"
Aupa Caminito,"48 rue du Dessous des Berges 31 Rue Cantagrel, 75013 Paris France"
Mouffetard Saigon's,"85 rue du Cardinal Lemoine rue des Rennes in this review should be rue de Rennes. Thank you for correcting, 75005 Paris France"
Aux Des Cales 17 - Legendre,"181 rue Legendre, 75017 Paris France"
U Mulinu,"28 Boulevard de l'Hopital, 75005 Paris France"
Chez Vincent,"56 rue Saint Georges, 75009 Paris France"
Les Antiquaires,"13 rue du Bac, 75007 Paris France"
Restaurant italien la gourmandise,"28 rue Augereau, 75007 Paris France"
142 Creperie Contemporaine,"59 rue Saint Charles, 75015 Paris France"
L'Artisan Libanais,"91 rue de Belleville, 75019 Paris France"
Comptoir de la Gastronomie,"34 rue Montmartre, 75001 Paris France"
La Ferrandaise,"8 rue de Vaugirard, 75006 Paris France"
Le P'tit Velo,"24 rue de Vintimille, 75009 Paris France"
Mondol Kiri,"159 avenue de Choisy, 75013 Paris France"
Don Camilo,"10 rue des Saints Peres Saint-Germain des Pres, 75007 Paris France"
Cafe Varenne,"36 rue de Varenne, 75007 Paris France"
La Petite Bouclerie,"33 rue de la Harpe, 75005 Paris France"
Le Bistrot Des Campagnes,"6 rue Leopold Robert, 75014 Paris France"
la Massara,"70 rue de Turbigo, 75003 Paris France"
The Place to... Wagram,"47 avenue de Wagram A 100 m de l'Arc de Triomphe, l'Etoile, 75017 Paris France"
Brutus - Gaite,"28 rue de la Gaite, 75014 Paris France"
Les Grillades de Buenos Aires,"54 rue du Montparnasse metro Edgard Quinet, 75014 Paris France"
Chez Mademoiselle,"16 rue Charlemagne, 75004 Paris France"
Babalou,"4 rue Lamarck, 75018 Paris France"
La Dame de Pic,"20 rue du Louvre, 75001 Paris France"
Dalia,"93 rue Montmartre, 75002 Paris France"
Cocorico,"5 rue du Bac, 75007 Paris France"
Louise Cafe,"8 rue Croix des Petits Champs, 75001 Paris France"
Cafe de la Butte,"71 rue Caulaincourt, 75018 Paris France"
Ao Izakaya,"12 rue de Caumartin, 75009 Paris France"
Les Petits Plats,"39 rue des Plantes, 75014 Paris France"
Auberge Pyrenees Cevennes,"106 rue de la Folie Mericourt, 75011 Paris France"
20 Eiffel,"20 rue de Monttessuy, 75007 Paris France"
Bistrot Victoires,"6 rue de la Vrilliere, 75001 Paris France"
Pouzenc,"67 rue de Charenton, 75012 Paris France"
Comme Chai Toi - Notre Dame,"13 quai de Montebello, 75005 Paris France"
IL Gigolo,"11 rue de la Huchette, 75005 Paris France"
Huitrerie Regis,"3 rue de Montfaucon, 75006 Paris France"
Bistro S,"7 rue Saint Nicolas, 75012 Paris France"
Cinq-Mars,"51 rue de Verneuil Rue de la Maison de Gainsbourg Pour Les Fans, 75007 Paris France"
Le Janissaire,"22 allee Vivaldi, 75012 Paris France"
Bar a Iode - Saint Germain,"34 boulevard Saint Germain, 75005 Paris France"
L'Atelier Rouliere,"24 rue des Canettes, 75006 Paris France"
Le Compas,"62 rue Montorgueil, 75002 Paris France"
Le P'tit Barcelone,"10 rue de la Boule Rouge, 75009 Paris France"
Canard & Champagne,"57 Passage des Panoramas, 75002 Paris France"
Matteo Pizza Paris 9 grands boulevards,"18 rue du Faubourg Montmartre Subway:metro Grands Boulevards, 75009 Paris France"
Le George,"31 avenue George V, 75008 Paris France"
Dulcinea,"41 rue Pierre Fontaine, 75009 Paris France"
Comme A Lisbonne,"37 rue du Roi de Sicile, 75004 Paris France"
Tzeferakos,"24 rue Monge, 75005 Paris France"
7eme vin,"68 avenue Bosquet, 75007 Paris France"
Pasco,"74 boulevard de la Tour Maubourg, 75007 Paris France"
L'Encrier by DO,"55 rue Traversiere, 75012 Paris France"
Pirouette,"5 rue Mondetour, 75001 Paris France"
Comme a La Campagne,"41 Place Jeanne D Arc, 75013 Paris France"
Le Bistrot d'Henri,"16 rue Princesse, 75006 Paris France"
Pizza Di Gio,"48 rue du Cherche Midi, 75006 Paris France"
Il Sorrentino,"4 rue de Monttessuy, 75007 Paris France"
Murier,"42 rue Olivier de Serres Metro Convention, 75015 Paris France"
Cafe Francoeur,"129 rue Caulaincourt, 75018 Paris France"
Le Clarence,"31 avenue Franklin Delano Roosevelt, 75008 Paris France"
L'Avant Comptoir,"3 Carrefour de l_Odeon Sixth Arrondissement, 75006 Paris France"
Braisenville,"36 rue Condorcet Proche de Montmartre et des Grands Magasins à Opéra, 75009 Paris France"
Thai Nam,"23 rue des Vertus Metros : Arts et Métier ou Temple ou République ou Rambuteau, 75003 Paris France"
La Cave Gourmande,"96 rue des Martyrs, 75018 Paris France"
L'Entracte Bistrot,"21 rue Malte Brun, 75020 Paris France"
Blueberry,"6 rue du Sabot, 75006 Paris France"
Pleine Terre,"15 rue de Bassano, 75116 Paris France"
Le Petit Nuage,"51 rue Basfroi, 75011 Paris France"
Le Grand Restaurant Jean francois Piege,"7 rue d Aguesseau, 75008 Paris France"
Pamela Popo Marais,"15 rue Francois Miron, 75004 Paris France"
Maoz Vegetarian,"8 rue Xavier Privas, 75005 Paris France"
Crepe Avenue,"4 rue de Surene 75008, 75008 Paris France"
Le 14 Juillet,"99 rue Didot, 75014 Paris France"
Bistro Volnay,"8 rue Volney, 75002 Paris France"
Le New York,"48 avenue de New York, 75116 Paris France"
Le Picotin,"35 Rue Sibuet, 75012 Paris France"
Restaurant Pilgrim,"8 rue Nicolas Charlet, 75015 Paris France"
Le Relais Louis XIII,"8 rue des Grands Augustins, 75006 Paris France"
Kagayaki,"79 boulevard Beaumarchais, 75003 Paris France"
Spezia Piadina & Co,"23 rue des Mathurins, 75008 Paris France"
Le Petit Chatelet,"39 rue de la Bucherie, 75005 Paris France"
La Favorite Turbigo,"75 rue de Turbigo, 75003 Paris France"
Iovine's,"7 B rue du Colonel Driant, 75001 Paris France"
La Bauhinia,"10 Avenue d Iena Shangri-La Hotel Lobby Level and Mezzanine, 75116 Paris France"
Prik Thai Maine,"160 avenue du Maine, 75014 Paris France"
Le Cosy,"50 avenue de Saint Mande, 75012 Paris France"
Les 110 de Taillevent,"195 rue du Faubourg Saint Honore, 75008 Paris France"
Tamarind,"33 rue Francois Miron, 75004 Paris France"
Salento Montmartre,"48 rue Condorcet, 75009 Paris France"
Vivre Opera Garnier,"3 rue de la Michodiere, 75002 Paris France"
Mensae,"23 rue Melingue, 75019 Paris France"
La Fresque,"100 rue Rambuteau, 75001 Paris France"
L'Anvers du Decor,"32 B rue d Orsel Au PIED du SACRE COEUR ,MONTMARTRE, TRIANON, théatre l'atelier, 75018 Paris France"
Shang Palace,"10 Avenue d Iena, 75116 Paris France"
Le Louis Vins,"9 rue de la Montagne Ste Genevieve, 75005 Paris France"
Restaurant le Meurice Alain Ducasse,"228 rue de Rivoli, 75001 Paris France"
Mi Ranchito Paisa,"35 rue de Montholon, 75009 Paris France"
L'Ascension,"67 rue de Clichy, 75009 Paris France"
L'Atelier du Parc,"35 boulevard Lefebvre, 75015 Paris France"
la Place Royale,"2 B Place des Vosges, 75004 Paris France"
Fish La Boissonnerie,"69 rue de Seine, 75006 Paris, 75006 Paris France"
Cafe Jean,"181 avenue Jean Jaures Near Cite de Sciences, 75019 Paris France"
La Part des Anges,"10 rue Garreau, 75018 Paris France"
La Cantine du Troquet Pernety,"101 Rue de L_Ouest, 75014 Paris France"
Chez Jaafar,"22 rue du Sommerard Close to the Saint Germain neighbourhood, 75005 Paris France"
